Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches,_league,_season,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,_stat_type,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Performance_Gls_per90,Standard_Gls_per90,Performance_Ast_per90,Ast_per90,Performance_G+A_per90,Performance_G-PK_per90,Performance_PK_per90,Standard_PK_per90,Performance_CrdY_per90,Performance_CrdR_per90,Expected_xG_per90,Expected_npxG_per90,Expected_xAG_per90,xAG_per90,Expected_npxG+xAG_per90,Progression_PrgC_per90,Carries_PrgC_per90,Progression_PrgP_per90,PrgP_per90,Progression_PrgR_per90,Receiving_PrgR_per90,Standard_Sh_per90,SCA Types_Sh_per90,GCA Types_Sh_per90,Blocks_Sh_per90,Standard_SoT_per90,Standard_Dist_per90,KP_per90,Performance_Crs_per90,Total_Att_per90,Short_Att_per90,Medium_Att_per90,Long_Att_per90,Take-Ons_Att_per90,Challenges_Att_per90,Take-Ons_Succ_per90,Take-Ons_Tkld_per90,SCA_SCA_per90,GCA_GCA_per90,Aerial Duels_Won_per90,Aerial Duels_Lost_per90,Challenges_Lost_per90,Performance_Fls_per90,SCA Types_Fld_per90,GCA Types_Fld_per90,Performance_Fld_per90,Playing Time_90s_norm,Per 90 Minutes_Gls_norm,Per 90 Minutes_Ast_norm,Per 90 Minutes_G+A_norm,Per 90 Minutes_G-PK_norm,Per 90 Minutes_G+A-PK_norm,Per 90 Minutes_xG_norm,Per 90 Minutes_xAG_norm,Per 90 Minutes_xG+xAG_norm,Per 90 Minutes_npxG_norm,Per 90 Minutes_npxG+xAG_norm,90s_norm,Standard_Sh/90_norm,Standard_SoT/90_norm,SCA_SCA90_norm,GCA_GCA90_norm,Performance_Gls_per90_norm,Standard_Gls_per90_norm,Performance_Ast_per90_norm,Ast_per90_norm,Performance_G+A_per90_norm,Performance_G-PK_per90_norm,Performance_PK_per90_norm,Standard_PK_per90_norm,Performance_CrdY_per90_norm,Performance_CrdR_per90_norm,Expected_xG_per90_norm,Expected_npxG_per90_norm,Expected_xAG_per90_norm,xAG_per90_norm,Expected_npxG+xAG_per90_norm,Progression_PrgC_per90_norm,Carries_PrgC_per90_norm,Progression_PrgP_per90_norm,PrgP_per90_norm,Progression_PrgR_per90_norm,Receiving_PrgR_per90_norm,Standard_Sh_per90_norm,SCA Types_Sh_per90_norm,GCA Types_Sh_per90_norm,Blocks_Sh_per90_norm,Standard_SoT_per90_norm,Standard_Dist_per90_norm,KP_per90_norm,Performance_Crs_per90_norm,Total_Att_per90_norm,Short_Att_per90_norm,Medium_Att_per90_norm,Long_Att_per90_norm,Take-Ons_Att_per90_norm,Challenges_Att_per90_norm,Take-Ons_Succ_per90_norm,Take-Ons_Tkld_per90_norm,SCA_SCA_per90_norm,GCA_GCA_per90_norm,Aerial Duels_Won_per90_norm,Aerial Duels_Lost_per90_norm,Challenges_Lost_per90_norm,Performance_Fls_per90_norm,SCA Types_Fld_per90_norm,GCA Types_Fld_per90_norm,Performance_Fld_per90_norm,cluster,cluster_name,pca_1,pca_2
1,Brenden Aaronson,us USA,"FW,MF",Leeds United,25-080,2000.0,20,14,1245,13.8,4,3,7,4,0,0,1,0,2.9,2.9,2.8,5.7,29,39,88,0.29,0.22,0.51,0.29,0.51,0.21,0.2,0.41,0.21,0.41,Matches,Premier-League,2024-2025,13.8,4,28,12,42.9,2.02,0.87,0.14,0.33,16.3,0,0,0,0.1,1.1,1.1,shooting,309,399,77.4,4287,921,181,212,85.4,105,129,81.4,7,15,46.7,3,2.8,2.5,0.2,19,18,17,4,39,613,10,98,265,261,49,613,42,15,35.7,23,54.8,323,2013,848,29,19,10,46,34,375,88,38,2.75,24,0,4,5,3,2,6,0.43,4,0,0,2,0,0,0,9,24,2,22,9,15,0,1,0,68,15,16,48.4,31,15,14,12,5,17,37,45.9,20,18,1,17,9,40,12,0,0.2898550724637681,0.2898550724637681,0.217391304347826,0.217391304347826,0.5072463768115941,0.2898550724637681,0.0,0.0,0.072463768115942,0.0,0.2101449275362318,0.2101449275362318,0.2028985507246376,0.2028985507246376,0.4130434782608695,2.101449275362319,2.101449275362319,2.826086956521739,2.826086956521739,6.376811594202898,6.376811594202898,2.0289855072463765,0.3623188405797101,0.144927536231884,0.072463768115942,0.8695652173913043,1.181159420289855,1.3768115942028984,1.5942028985507246,28.913043478260867,15.362318840579707,9.347826086956522,1.0869565217391304,3.043478260869565,2.681159420289855,1.0869565217391304,1.6666666666666663,2.753623188405797,0.4347826086956521,1.0869565217391304,1.1594202898550725,1.4492753623188406,0.6521739130434783,0.217391304347826,0.0,1.7391304347826086,0.4334975369458128,0.1986301369863013,0.2933333333333333,0.3017751479289941,0.25,0.3953488372093023,0.2079207920792079,0.3278688524590164,0.3170731707317073,0.2560975609756097,0.3714285714285714,0.5454545454545455,0.278236914600551,0.3901345291479821,0.3117913832199546,0.3006993006993007,0.198321891685736,0.198321891685736,0.2888198757763975,0.2888198757763975,0.2997364953886692,0.249597423510467,0.0,0.0,0.108695652173913,0.0,0.2101449275362318,0.2564760926623302,0.3310450038138825,0.3310450038138825,0.3720625745570221,0.2067279368445858,0.2067279368445858,0.2705786844568981,0.2097347552638775,0.3750209798128702,0.4193758976367672,0.3967793880837358,0.266798418972332,0.3913043478260869,0.0996376811594202,0.391304347826087,0.2491897511160031,0.3900966183574879,0.1517064048620851,0.2004662066917325,0.277603923918592,0.142328190743338,0.0596562184024266,0.2614030408108829,0.7239130434782609,0.1855779427359491,0.3333333333333333,0.374368995277642,0.3043478260869565,0.1247703612982241,0.1328773815339521,0.6911928651059086,0.1521739130434782,0.1801242236024844,0.0,0.3689064558629776,4,"Cluster 4: HIGH: Performance G+A, Per 90 Minutes G+A, Per 90 Minutes G+A-PK",0.5788808130532705,1.6880504352558003
6,Simon Adingra,ci CIV,"FW,MF",Sunderland,24-009,2002.0,14,9,653,7.3,1,0,1,1,0,0,2,0,0.3,0.3,0.9,1.2,25,8,67,0.14,0.0,0.14,0.14,0.14,0.05,0.12,0.17,0.05,0.17,Matches,Premier-League,2024-2025,7.3,1,6,2,33.3,0.83,0.28,0.17,0.5,16.8,0,0,0,0.06,0.7,0.7,shooting,130,192,67.7,1899,297,80,96,83.3,40,56,71.4,6,17,35.3,0,0.9,0.6,-0.9,7,3,6,2,8,290,7,45,106,142,16,290,27,7,25.9,19,70.4,180,1257,636,25,14,4,12,12,204,67,14,1.93,13,0,1,0,0,0,1,0.14,1,0,0,0,0,0,0,17,3,4,27,2,8,0,0,0,20,9,14,39.1,11,8,5,4,2,6,15,40.0,9,11,0,11,2,13,11,0,0.136986301369863,0.136986301369863,0.0,0.0,0.136986301369863,0.136986301369863,0.0,0.0,0.273972602739726,0.0,0.0410958904109589,0.0410958904109589,0.1232876712328767,0.1232876712328767,0.1643835616438356,3.424657534246576,3.424657534246576,1.095890410958904,1.095890410958904,9.178082191780822,9.178082191780822,0.8219178082191781,0.0,0.0,0.0,0.273972602739726,2.301369863013699,0.9589041095890412,3.6986301369863015,26.3013698630137,13.15068493150685,7.671232876712329,2.328767123287671,3.6986301369863015,2.054794520547945,0.9589041095890412,2.602739726027397,1.9178082191780823,0.136986301369863,1.2328767123287672,1.9178082191780823,1.2328767123287672,2.328767123287671,0.0,0.0,0.4109589041095891,0.1133004926108374,0.0958904109589041,0.0,0.0828402366863905,0.1206896551724138,0.1085271317829457,0.0495049504950495,0.1967213114754098,0.1219512195121951,0.0609756097560975,0.1428571428571428,0.2885375494071146,0.1143250688705234,0.1255605381165919,0.2188208616780045,0.0979020979020979,0.0937274693583273,0.0937274693583273,0.0,0.0,0.0809464508094645,0.1179604261796042,0.0,0.0,0.410958904109589,0.0,0.0410958904109589,0.0501564016826663,0.2011535688536409,0.2011535688536409,0.1341078473013729,0.3368972045884842,0.3368972045884842,0.0912801958774157,0.0813302317566985,0.5733221710618113,0.6036036036036037,0.1607305936073059,0.0,0.0,0.0,0.1232876712328767,0.4855210681463499,0.271689497716895,0.3519664162615997,0.1822929087117579,0.2376387169858818,0.1168007070260716,0.127811404906021,0.3176737540969829,0.5547945205479453,0.1637153357834948,0.5205479452054795,0.2607357241803909,0.0958904109589041,0.1415203550067528,0.2197937509619824,0.5879873551106428,0.54337899543379,0.0,0.0,0.087173100871731,1,"Cluster 1: HIGH: Take-Ons Tkld, Take-Ons Att, Carries PrgC | LOW: Performance G+A, Per 90 Minutes G+A",-5.208594151757854,-0.6374335789145988
14,Carlos Alcaraz,ar ARG,"MF,FW",Everton,23-041,2002.0,15,6,663,7.4,0,1,1,0,0,0,3,0,1.1,1.1,0.8,2.0,8,21,26,0.0,0.14,0.14,0.0,0.14,0.15,0.11,0.27,0.15,0.27,Matches,Premier-League,2024-2025,7.4,0,18,5,27.8,2.44,0.68,0.0,0.0,17.3,0,0,0,0.06,-1.1,-1.1,shooting,225,285,78.9,3912,646,110,133,82.7,87,102,85.3,24,30,80.0,1,0.8,0.4,0.2,9,18,5,1,21,379,11,50,194,139,24,379,13,5,38.5,6,46.2,179,935,416,8,11,2,27,8,232,26,20,2.71,13,1,2,2,2,0,1,0.14,1,0,0,0,0,0,0,8,10,1,5,3,7,0,0,0,38,12,16,42.9,12,7,3,6,3,7,19,36.8,12,10,2,8,3,15,5,2,0.0,0.0,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.0,0.0,0.0,0.4054054054054054,0.0,0.1486486486486486,0.1486486486486486,0.1081081081081081,0.1081081081081081,0.2702702702702702,1.081081081081081,1.081081081081081,2.8378378378378377,2.8378378378378377,3.513513513513513,3.513513513513513,2.4324324324324325,0.2702702702702702,0.0,0.2702702702702702,0.6756756756756757,2.3378378378378377,1.2162162162162162,0.6756756756756757,38.51351351351351,17.972972972972972,13.783783783783782,4.0540540540540535,1.7567567567567566,2.5675675675675675,0.6756756756756757,0.8108108108108107,2.702702702702702,0.1351351351351351,1.6216216216216215,2.162162162162162,1.6216216216216215,1.081081081081081,0.2702702702702702,0.0,1.351351351351351,0.1182266009852217,0.0,0.1866666666666666,0.0828402366863905,0.0,0.1085271317829457,0.1485148514851485,0.180327868852459,0.2032520325203252,0.1829268292682926,0.2380952380952381,0.2924901185770751,0.3360881542699724,0.304932735426009,0.3072562358276643,0.0979020979020979,0.0,0.0,0.1795366795366795,0.1795366795366795,0.0798525798525798,0.0,0.0,0.0,0.6081081081081081,0.0,0.1486486486486486,0.1814215790593743,0.1763869132290185,0.1763869132290185,0.2354359713271155,0.1063502526917161,0.1063502526917161,0.2717964162023791,0.2106068332483427,0.1723288797378374,0.2310689067445824,0.4756756756756757,0.1990171990171989,0.0,0.3716216216216215,0.3040540540540541,0.4932147337210628,0.3445945945945945,0.0642981691368788,0.267270956596116,0.3247796034932329,0.2098692240627724,0.2225015713387806,0.1508870834024208,0.6932432432432433,0.1153592617007251,0.1621621621621621,0.3674460977831764,0.0945945945945945,0.1861438903692424,0.2477983601579106,0.7733887733887733,0.2522522522522522,0.2239382239382239,0.0,0.2866502866502866,3,"Cluster 3: HIGH: Medium Att, Blocks Sh, Long Att | LOW: Standard Sh/90, Standard Sh",-3.910634049921787,-0.46456881221709995
23,Jaidon Anthony,eng ENG,"MF,FW",Burnley,26-040,1999.0,20,15,1256,14.0,5,1,6,5,0,0,3,0,2.5,2.5,0.6,3.1,27,19,72,0.36,0.07,0.43,0.36,0.43,0.18,0.05,0.22,0.18,0.22,Matches,Premier-League,2024-2025,14.0,5,20,10,50.0,1.43,0.72,0.25,0.5,15.1,0,0,0,0.12,2.5,2.5,shooting,297,418,71.1,4653,944,153,195,78.5,108,137,78.8,19,43,44.2,1,0.6,1.3,0.4,16,19,9,4,19,622,18,103,287,242,43,622,42,13,31.0,22,52.4,329,1975,920,27,14,9,50,21,373,72,33,2.36,25,2,4,0,2,0,5,0.36,3,0,1,0,1,0,0,14,26,3,28,8,13,1,1,0,66,7,16,30.4,24,13,5,17,2,14,27,51.9,13,20,5,15,8,32,16,2,0.3571428571428571,0.3571428571428571,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.3571428571428571,0.0,0.0,0.2142857142857142,0.0,0.1785714285714285,0.1785714285714285,0.0428571428571428,0.0428571428571428,0.2214285714285714,1.9285714285714288,1.9285714285714288,1.3571428571428572,1.3571428571428572,5.142857142857143,5.142857142857143,1.4285714285714286,0.0,0.0,0.3571428571428571,0.7142857142857143,1.0785714285714283,1.1428571428571428,2.0,29.857142857142858,13.928571428571429,9.785714285714286,3.071428571428572,3.0,1.9285714285714288,0.9285714285714286,1.5714285714285714,2.357142857142857,0.3571428571428571,0.5,1.1428571428571428,0.9285714285714286,1.0,0.1428571428571428,0.0714285714285714,1.8571428571428568,0.4433497536945812,0.2465753424657534,0.0933333333333333,0.2544378698224852,0.3103448275862069,0.3333333333333333,0.1782178217821782,0.0819672131147541,0.1626016260162601,0.2195121951219512,0.1904761904761904,0.5533596837944664,0.1969696969696969,0.3228699551569506,0.2675736961451246,0.2517482517482518,0.2443609022556391,0.2443609022556391,0.0948979591836734,0.0948979591836734,0.2532467532467532,0.3075396825396825,0.0,0.0,0.3214285714285714,0.0,0.1785714285714285,0.217941507311586,0.0699248120300751,0.0699248120300751,0.1886969822504063,0.1897212543554007,0.1897212543554007,0.1183535181878805,0.1007187780772686,0.2876696764934522,0.3382239382239383,0.2793650793650793,0.0,0.0,0.4910714285714286,0.3214285714285715,0.227546714888487,0.3238095238095237,0.1903225806451613,0.2070357103368148,0.2516954714504485,0.1489953917050691,0.1685714285714285,0.2576687116564417,0.5207142857142858,0.1585365853658537,0.3142857142857143,0.3204654895666131,0.25,0.0573943661971831,0.1309791332263242,0.4428571428571429,0.2333333333333333,0.1183673469387755,0.2107142857142857,0.393939393939394,1,"Cluster 1: HIGH: Take-Ons Tkld, Take-Ons Att, Carries PrgC | LOW: Performance G+A, Per 90 Minutes G+A",-1.4158262532473593,-1.3827950209077022
25,Jhon Arias,co COL,"FW,MF",Wolves,28-111,1997.0,20,13,1048,11.6,1,0,1,1,0,0,1,0,3.3,3.3,0.6,3.9,19,33,45,0.09,0.0,0.09,0.09,0.09,0.28,0.05,0.33,0.28,0.33,Matches,Premier-League,2024-2025,11.6,1,16,3,18.8,1.37,0.26,0.06,0.33,15.2,3,0,0,0.2,-2.3,-2.3,shooting,354,412,85.9,5407,961,198,218,90.8,126,145,86.9,20,28,71.4,0,0.6,0.6,-0.6,11,23,8,3,33,580,17,97,281,215,36,580,23,8,34.8,11,47.8,295,1603,717,19,18,3,22,24,343,45,27,2.32,18,4,2,1,0,2,2,0.17,2,0,0,0,0,0,0,22,9,3,29,8,25,0,0,0,51,9,17,34.6,40,25,16,16,8,16,30,53.3,14,28,2,26,8,48,16,0,0.0862068965517241,0.0862068965517241,0.0,0.0,0.0862068965517241,0.0862068965517241,0.0,0.0,0.0862068965517241,0.0,0.2844827586206896,0.2844827586206896,0.0517241379310344,0.0517241379310344,0.3362068965517241,1.637931034482759,1.637931034482759,2.844827586206897,2.844827586206897,3.8793103448275854,3.8793103448275854,1.3793103448275863,0.0862068965517241,0.0,0.1724137931034483,0.2586206896551724,1.3103448275862069,0.9482758620689656,2.5,35.51724137931035,18.79310344827586,12.5,2.413793103448276,1.9827586206896552,2.586206896551724,0.6896551724137931,0.9482758620689656,2.327586206896552,0.1724137931034483,0.7758620689655172,1.4655172413793105,1.206896551724138,1.896551724137931,0.0,0.0,0.7758620689655172,0.3251231527093596,0.0616438356164383,0.0,0.0532544378698224,0.0775862068965517,0.0697674418604651,0.2772277227722772,0.0819672131147541,0.2520325203252033,0.3414634146341463,0.2952380952380952,0.458498023715415,0.1887052341597796,0.116591928251121,0.2630385487528344,0.1188811188811189,0.0589836660617059,0.0589836660617059,0.0,0.0,0.0509404388714733,0.0742337164750957,0.0,0.0,0.1293103448275862,0.0,0.2844827586206896,0.3472033668205267,0.0843920145190562,0.0843920145190562,0.2985339250963409,0.1611298009531819,0.1611298009531819,0.2725207566371911,0.2111255692908263,0.1982235389212049,0.2551258154706431,0.2697318007662835,0.0634796238244514,0.0,0.2370689655172413,0.1163793103448276,0.2764440564527862,0.2686781609195402,0.2379032258064516,0.2464214346627195,0.3395997254052912,0.1903225806451613,0.1324779470729751,0.1702982864396023,0.6982758620689655,0.1177460050462573,0.1896551724137931,0.3164471135218907,0.1206896551724138,0.089060223409422,0.1679581557535839,0.5755968169761273,0.4425287356321839,0.0,0.0,0.164576802507837,3,"Cluster 3: HIGH: Medium Att, Blocks Sh, Long Att | LOW: Standard Sh/90, Standard Sh",-3.6637990037863744,-1.9339214975933972
27,Tolu Arokodare,ng NGA,FW,Wolves,25-048,2000.0,17,7,673,7.5,1,0,1,1,0,0,1,0,1.5,1.5,0.6,2.1,9,6,28,0.13,0.0,0.13,0.13,0.13,0.2,0.08,0.28,0.2,0.28,Matches,Premier-League,2024-2025,7.5,1,20,4,20.0,2.67,0.53,0.05,0.25,13.4,1,0,0,0.08,-0.5,-0.5,shooting,80,141,56.7,1025,144,48,80,60.0,23,37,62.2,2,5,40.0,0,0.6,0.2,-0.6,8,5,1,0,6,261,19,31,111,121,47,261,21,11,52.4,10,47.6,119,512,205,9,5,6,40,11,183,28,13,1.74,9,0,0,3,0,1,2,0.27,1,0,0,1,0,0,0,11,7,2,0,3,2,0,0,0,18,48,45,51.6,4,2,2,2,0,1,2,50.0,1,2,0,2,3,7,19,0,0.1333333333333333,0.1333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0,0.1333333333333333,0.0,0.2,0.2,0.08,0.08,0.28,1.2,1.2,0.8,0.8,3.733333333333333,3.733333333333333,2.6666666666666665,0.4,0.1333333333333333,0.0,0.5333333333333333,1.7866666666666666,1.0666666666666669,0.0,18.8,10.666666666666666,4.933333333333334,0.6666666666666666,2.8,0.2666666666666666,1.4666666666666666,1.3333333333333333,1.7333333333333334,0.2666666666666666,6.4,6.0,0.1333333333333333,1.4666666666666666,0.0,0.0,0.9333333333333332,0.1231527093596059,0.0890410958904109,0.0,0.0769230769230769,0.1120689655172414,0.1007751937984496,0.198019801980198,0.1311475409836065,0.2113821138211382,0.2439024390243902,0.2476190476190476,0.2964426877470356,0.3677685950413223,0.2376681614349776,0.1972789115646258,0.1888111888111888,0.0912280701754386,0.0912280701754386,0.0,0.0,0.0787878787878788,0.1148148148148148,0.0,0.0,0.2,0.0,0.2,0.2440944881889764,0.1305263157894736,0.1305263157894736,0.2447468213250055,0.1180487804878048,0.1180487804878048,0.0606173769010691,0.0593710691823899,0.1878898655876471,0.2455255255255255,0.5214814814814814,0.2945454545454545,0.36,0.0,0.24,0.3769338959212376,0.3022222222222222,0.0,0.130094720935661,0.1927514037774375,0.0751139784946236,0.0365891472868217,0.2404907975460122,0.072,0.2504065040650406,0.2666666666666666,0.2356554307116104,0.1866666666666666,0.7346478873239438,0.6876404494382022,0.0635897435897435,0.3422222222222222,0.0,0.0,0.1979797979797979,2,"Cluster 2: HIGH: Aerial Duels Lost, Aerial Duels Won | LOW: SCA SCA, SCA SCA90",-1.3899274383211138,-4.487737925355464
36,Harvey Barnes,eng ENG,FW,Newcastle Utd,28-032,1997.0,20,9,951,10.6,5,0,5,5,0,0,0,0,4.5,4.5,1.4,5.9,38,34,106,0.47,0.0,0.47,0.47,0.47,0.43,0.13,0.56,0.43,0.56,Matches,Premier-League,2024-2025,10.6,5,30,15,50.0,2.84,1.42,0.17,0.33,16.1,0,0,0,0.15,0.5,0.5,shooting,223,308,72.4,3179,853,144,166,86.7,66,96,68.8,9,24,37.5,0,1.4,1.8,-1.4,13,12,13,5,34,422,13,35,146,248,64,422,30,10,33.3,18,60.0,282,1844,978,38,21,18,22,12,318,106,35,3.31,24,0,6,5,0,0,6,0.57,3,0,2,1,0,0,0,8,10,2,45,1,3,0,0,0,33,4,4,50.0,6,3,0,5,1,4,12,33.3,8,7,0,7,1,7,12,1,0.4716981132075472,0.4716981132075472,0.0,0.0,0.4716981132075472,0.4716981132075472,0.0,0.0,0.0,0.0,0.4245283018867924,0.4245283018867924,0.1320754716981132,0.1320754716981132,0.5566037735849058,3.5849056603773586,3.5849056603773586,3.207547169811321,3.207547169811321,10.0,10.0,2.830188679245284,0.4716981132075472,0.0943396226415094,0.0,1.4150943396226416,1.518867924528302,1.2264150943396226,4.245283018867925,29.056603773584907,15.660377358490567,9.056603773584904,2.2641509433962264,2.830188679245284,1.1320754716981132,0.9433962264150944,1.69811320754717,3.30188679245283,0.5660377358490566,0.3773584905660377,0.3773584905660377,0.7547169811320755,0.7547169811320755,0.0,0.0,0.9433962264150944,0.2758620689655172,0.321917808219178,0.0,0.2781065088757396,0.4051724137931034,0.3643410852713177,0.4257425742574257,0.2131147540983606,0.4390243902439025,0.524390243902439,0.5142857142857142,0.4189723320158102,0.3911845730027548,0.6367713004484304,0.3752834467120181,0.3986013986013986,0.3227408142999007,0.3227408142999007,0.0,0.0,0.2787307032590052,0.4061844863731656,0.0,0.0,0.0,0.0,0.4245283018867924,0.5181250928539594,0.2154915590863952,0.2154915590863952,0.5094423798079959,0.3526614511428133,0.3526614511428133,0.3101090140436908,0.2380443811558087,0.6315055113715642,0.6576576576576577,0.5534591194968554,0.3473413379073756,0.2547169811320754,0.0,0.6367924528301888,0.3204362709975321,0.3474842767295597,0.4039866098600122,0.2014651691998291,0.2829899737062614,0.1378940961655508,0.1242650285212812,0.2430836902419262,0.3056603773584905,0.1610676484123332,0.339622641509434,0.4489082043671825,0.3962264150943396,0.0433165027903268,0.0432478270086919,0.3599419448476053,0.1761006289308176,0.0,0.0,0.2001143510577473,4,"Cluster 4: HIGH: Performance G+A, Per 90 Minutes G+A, Per 90 Minutes G+A-PK",3.9065250490998387,1.4767314531667972
37,Thierno Barry,fr FRA,FW,Everton,23-081,2002.0,21,13,1105,12.3,3,0,3,3,0,0,2,0,3.5,3.5,0.4,3.9,9,8,60,0.24,0.0,0.24,0.24,0.24,0.28,0.03,0.32,0.28,0.32,Matches,Premier-League,2024-2025,12.3,3,21,6,28.6,1.71,0.49,0.14,0.5,9.7,0,0,0,0.17,-0.5,-0.5,shooting,117,196,59.7,1451,162,73,100,73.0,32,67,47.8,4,8,50.0,0,0.4,0.2,-0.4,5,6,0,0,8,350,20,34,155,162,45,350,18,6,33.3,12,66.7,157,728,271,9,11,5,52,8,265,60,11,0.9,9,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,25,5,8,1,2,1,0,0,0,15,71,91,43.8,2,1,0,1,1,1,9,11.1,8,8,2,6,2,4,16,0,0.2439024390243902,0.2439024390243902,0.0,0.0,0.2439024390243902,0.2439024390243902,0.0,0.0,0.1626016260162601,0.0,0.2845528455284553,0.2845528455284553,0.032520325203252,0.032520325203252,0.3170731707317072,0.7317073170731707,0.7317073170731707,0.6504065040650406,0.6504065040650406,4.878048780487805,4.878048780487805,1.7073170731707317,0.08130081300813,0.0,0.1626016260162601,0.4878048780487805,0.7886178861788616,0.4065040650406504,0.08130081300813,15.934959349593496,8.130081300813007,5.447154471544716,0.6504065040650406,1.4634146341463414,0.7317073170731707,0.4878048780487805,0.975609756097561,0.8943089430894309,0.0,5.772357723577236,7.398373983739837,0.6504065040650406,2.032520325203252,0.0,0.0,0.4065040650406504,0.3596059113300492,0.1643835616438356,0.0,0.1420118343195266,0.2068965517241379,0.1860465116279069,0.2772277227722772,0.0491803278688524,0.2439024390243902,0.3414634146341463,0.2857142857142857,0.4861660079051383,0.2355371900826446,0.2197309417040358,0.1020408163265306,0.0,0.1668806161745828,0.1668806161745828,0.0,0.0,0.1441241685144124,0.2100271002710027,0.0,0.0,0.2439024390243902,0.0,0.2845528455284553,0.3472889059599257,0.0530594779632006,0.0530594779632006,0.2802239354091064,0.0719809637120761,0.0719809637120761,0.0451151567681916,0.0482691619369023,0.2689239638315178,0.3208086134915403,0.3338753387533875,0.0598669623059866,0.0,0.2235772357723577,0.2195121951219512,0.1663750814723336,0.1151761517615176,0.0077366902701285,0.1101583716305239,0.1469141797084127,0.0829373196957776,0.0356967290603138,0.1256920544665569,0.1975609756097561,0.0832837596668649,0.1951219512195122,0.121585822599799,0.0,0.6626016260162603,0.8479035352151273,0.3101938711694809,0.4742547425474254,0.0,0.0,0.0862281350086228,2,"Cluster 2: HIGH: Aerial Duels Lost, Aerial Duels Won | LOW: SCA SCA, SCA SCA90",-1.002084178972239,-6.717667449659927
